,name,year,genre
1150,Lava Lounge,(2005)," Comedy, Drama            "
1151,Pursuit of Equality,(2005)," Comedy, Romance            "
1152,Bleeding Through,(2012), Drama            
1153,Stained Glass Windows,(2010)," Comedy, Romance            "
1154,The Politics of Fur,(2002), Thriller            
1155,Revoir Julie,(1998), Documentary            
1156,8 hlav sílenství,(2017)," Documentary, History            "
1157,Houkago rosuto,(2014), Drama            
1158,Fuck You Jessica Blair,(2017)," Documentary, History            "
1159,Les gens en maillot de bain ne sont pas (forcément) superficiels,(2001)," Documentary, Drama, Family            "
1160,Trip,(I) (2009)," Drama, Romance            "
1161,Butch Jamie,(2007), Documentary            
1162,La festa,(2013), Documentary            
1163,Off and Running,(2009), Documentary            
1164,The Joy of Life,(2005), Documentary            
1165,Sabel,(2004)," Comedy, Drama, Romance            "
1166,"Schau mir in die Augen, Kleiner",(2007), Documentary            
1167,Deep Run,(2015)," Action, Crime, Drama            "
1168,Tiang khu ku rak,(2012)," Comedy, Drama, Romance            "
1169,Family Fundamentals,(2002)," Drama, Comedy            "
1170,Anyone and Everyone,(2007), Comedy            
1171,The AckerMonster Chronicles!,(2012), Documentary            
1172,Girl Fight: A Muay Thai Story,(2015), Documentary            
1173,Some Prefer Cake,(1998)," Comedy, Musical            "
1174,Radical Harmonies,(2002)," Documentary, Drama            "
1175,Honeybee,(2001), Drama            
1176,Southwest,(I) (2013), Documentary            
1177,Spinnin',(2007), Drama            
1178,Wilbur Falls,(1998), Documentary            
1179,Lez Be Friends,(2007)," Comedy, Romance            "
1180,Boy I Am,(2006), Documentary            
1181,Fatherhood Dreams,(2007), Drama            
1182,Fruit Fly,(2009), Drama            
1183,Pequeñas mentiras piadosas,(2015), Drama            
1184,Jerome,(1998)," Drama, Romance            "
1185,LGBT Experience,(2018), Romance            
1186,Navarasa,(2005), Documentary            
1187,City of Borders,(2009)," Comedy, Drama            "
1188,Kali's Vibe,(2002), Documentary            
1189,Lui yun na wa yee,(2000)," Drama, Romance            "
1190,Made in Secret: The Story of the East Van Porn Collective,(2005), Drama            
1191,Nachbarinnen,(2004)," Drama, Horror, Mystery            "
1192,Camminando verso,(2011)," Documentary, News            "
1193,Blue,(II) (2002)," Comedy, Sport            "
1194,Lovers' Kiss,(2003)," Drama, Romance            "
1195,A Place to Live: The Story of Triangle Square,(2008)," Comedy, Drama, Horror            "
1196,Riisuttu mies,(2006), Drama            
1197,Black./Womyn.:Conversations with Lesbians of African Descent,(2008), Romance            
1198,Mapa Para Conversar,(2012), Comedy            
1199,...a bude hur,(2007)," Comedy, Sci-Fi            "
1200,Enbamingu,(1999), Drama            
1201,Campaign of Hate: Russia and Gay Propaganda,(2014)," Biography, Comedy, History            "
1202,Satree lek 2,(2003)," Action, Adventure            "
1203,Away (A)wake,(2005), Documentary            
1204,Ornaments,(2008)," Documentary, Adventure, Biography            "
1205,Changing Spots,(2006), Horror            
1206,Kagekiha opera,(2016), Documentary            
1207,El grito en el cielo,(1998)," Drama, Thriller            "
1208,Superstarlet A.D.,(2000)," Drama, Romance            "
1209,D'une pierre deux coups,(I) (2016)," Drama, Romance, Sport            "
1210,The Gertrude Stein Mystery or Some Like It Art,(2010), Documentary            
1211,Deadly Engagement,(2002)," Action, Crime, Drama            "
1212,Out Late,(2008), Documentary            
1213,The Skin I'm In,(2012)," Drama, Comedy, Romance            "
1214,Death Forest 2,(2015), Comedy            
1215,Transparent,(2006)," Documentary, Biography            "
1216,Sadisutikku yoga,(2007), Documentary            
1217,Jak calkowicie zniknac,(2014)," Documentary, Romance            "
1218,Maggie and Annie,(2002), Horror            
1219,Juarez: The City Where Women Are Disposable,(2007)," Drama, Romance            "
1220,Midnight Cabaret,(2012), Drama            
1221,Simon and I,(2002), Drama            
1222,Ho yuk,(2002), Comedy            
1223,El favor,(2004)," Crime, Drama, Thriller            "
1224,Queer City,(2016), Documentary            
1225,Hearts Cracked Open,(2004), Documentary            
1226,Ruthie and Connie: Every Room in the House,(2002), Drama            
1227,The Flemish Vampire,(2007)," Adventure, Drama            "
1228,Tai Bei wan 9 zao 5,(2002), Documentary            
1229,Suor Sorriso,(2001)," Drama, Romance            "
1230,Fei yue qin hai,(2003)," Documentary, History            "
1231,Akiba,(2006), Thriller            
1232,The Period,(2007)," Documentary, Adventure, Drama            "
1233,"Quiconque meurt, meurt à douleur",(1998), Documentary            
1234,Triple X Selects: The Best of Lezsploitation,(2007), Documentary            
1235,Sparrooabbán,(2016), Documentary            
1236,Haiiro no karasu,(2015), Documentary            
1237,Rôringu,(2015)," Drama, Romance            "
1238,Our House: A Very Real Documentary About Kids of Gay & Lesbian Parents,(2000), Horror            
1239,This Kiss,(2007), Documentary            
1240,Swimming with Lesbians,(2009)," Documentary, History            "
1241,The Hard Cut,(2011), Documentary            
1242,Fagbug,(2009)," Crime, Drama            "
1243,Zhi tongzhi,(2009)," Comedy, Drama, Romance            "
1244,Free Havana,(2012), Documentary            
1245,Donor Unknown,(2010), Documentary            
1246,Les mains déliées: À la recherche du cinéma gay israélien,(2014)," Documentary, Biography, History            "
1247,Nachuraru ûman 2010,(2010), Biography            
1248,ROT: Reunion of Terror,(2008), Documentary            
1249,Making Grace,(2004), Drama            
1250,"The Strange History of Don't Ask, Don't Tell",(2011), Horror            
1251,Dangerous Living: Coming Out in the Developing World,(2003), Drama            
1252,Amazing World,(1999), Romance            
1253,To Live and Die in Dixie,(2008)," Comedy, Romance            "
1254,Broken Gardenias,(2014)," Documentary, Drama, News            "
1255,Unlimited Girls,(2002), Documentary            
1256,Living with Pride: Ruth C. Ellis @ 100,(1999), Documentary            
1257,Beyond Gay: The Politics of Pride,(2009), Drama            
1258,Anna Freud: Under Analysis,(2003), Documentary            
1259,Ashley and Kisha: Finding the Right Fit,(2007), Comedy            
1260,Change of Life,(2006), Comedy            
1261,5-tsu kazoereba kimi no yume,(2014)," Crime, Horror, Mystery            "
1262,Pitong dalagita,(2006)," Comedy, Romance            "
1263,Il vento e le rose,(2009)," Horror, Thriller            "
1264,Desi's Looking for a New Girl,(2000), Documentary            
1265,The Abominable Crime,(2013), Documentary            
1266,Preacher's Sons,(2008)," Documentary, Biography            "
1267,Ten More Good Years,(2007)," Action, Drama, Romance            "
1268,Kurz davor ist es passiert,(2006)," Documentary, Drama, Family            "
1269,Du ska nog se att det går över,(2003), Comedy            
1270,My Mama Said Yo Mama's a Dyke,(2010), Documentary            
1271,Macbeth: The Comedy,(2001), Horror            
1272,Glass,(II) (2015)," Documentary, Family, History            "
1273,Baliktaran: Si Ace at si Daisy,(2001), Documentary            
1274,Island of Torture,(2006), Drama            
1275,Lifetime Guarantee: Phranc's Adventure in Plastic,(2001), Drama            
1276,Koi ni itaru yamai,(2011)," Drama, Fantasy, Mystery            "
1277,Treyf,(1998), Documentary            
1278,"Kings, Queens, & In-Betweens",(2017), Drama            
1279,"Sganarelle, or The Imaginary Cuckold",(2010), Comedy            
1280,An Act of Love,(2015), Documentary            
1281,Vendus,(2004), Documentary            
1282,Moja schastlivaya semja,(2007), Drama            
1283,Dokumushi,(2016)," Documentary, Biography, History            "
1284,Illegal Love,(2011)," Documentary, War            "
1285,Stained Glass Rainbows,(2015), Drama            
1286,The Time We Killed,(2004)," Documentary, Family, Sport            "
1287,Solitude,(2002)," Action, Mystery, Thriller            "
1288,Cherry,(I) (2009), Romance            
1289,We can Be Gay Today: Baltic Pride 2013,(2014)," Documentary, Family, History            "
1290,Tendida mirando las estrellas,(2004)," Comedy, Sci-Fi            "
1291,Homo Heights,(1998), Thriller            
1292,The Gay Marriage Thing,(2005), Drama            
1293,Verqueere Welten 2.0 - Alternative Lebenswege junger Menschen,(2012), Comedy            
1294,Hâdo rezubian: Kuikku & dîpu,(2005)," Documentary, Biography            "
1295,My Babushka: Searching Ukranian Identities,(2001), Comedy            
1296,Ask Not,(2008)," Documentary, History            "
1297,Making Maya,(2003), Drama            
1298,Out for the Long Run,(2011)," Comedy, Drama            "
1299,Solid Cover,(2000)," Comedy, Drama, Romance            "
1300,Kasei no kanon,(2002)," Comedy, Drama, Romance            "
1301,Purple Skies,(2014)," Comedy, Drama, Romance            "
1302,Probable Robot,(2015), Documentary            
1303,Black Aura on an Angel,(2004), Documentary            
1304,Die Ritterinnen,(2003), Comedy            
1305,Hannah and the Hasbian,(2011), Documentary            
1306,Madam and Eve,(2003), Drama            
1307,No Secret Anymore: The Times of Del Martin & Phyllis Lyon,(2003)," Drama, Romance            "
1308,Kinema junjou,(2016), Comedy            
1309,History Doesn't Have to Repeat Itself,(2014), Documentary            
1310,Shoujotachi no rashinban,(2011), Comedy            
1311,Desire Street,(2011), Documentary            
1312,Lost in Generation,(2006), Documentary            
1313,Curiosity Killed the Cat,(2012), Romance            
1314,Muj vysvlecenej denik,(2012), Drama            
1315,Cure for Love,(2008), Comedy            
1316,Jim in Bold,(2003)," Documentary, Biography, Music            "
1317,The D Word,(2005)," Comedy, Drama, Romance            "
1318,Shades of Gray,(2001), Documentary            
1319,Igyô no koi,(2002), Documentary            
1320,Mrs. Stevens Hears the Mermaids Singing,(2004), Documentary            
1321,The 'Yeah Whatever' Girl,(2007), Documentary            
1322,Becoming Psychic,(2010), Documentary            
1323,Kali Mah Tina,(2017)," Comedy, Drama, Romance            "
1324,My Left Breast,(2002)," Comedy, Drama, Fantasy            "
1325,Playing a Part: The Story of Claude Cahun,(2006), Drama            
1326,3 ju zhi lian,(1999)," Documentary, Biography            "
1327,The Extremists' Opera,(2016)," Comedy, Drama            "
1328,"Kotatsu to, mikan to, satsui to, nyâ",(2013), Documentary            
1329,...But I Was a Girl: The Story of Frieda Belinfante,(1999), Documentary            
1330,Maple Palm,(2006), Documentary            
1331,Mississippi Queen,(2010), Drama            
1332,For My Wife...,(2008)," Comedy, Drama            "
1333,The Female Closet,(1998), Romance            
1334,Liberty: 3 Stories About Life & Death,(2003)," Documentary, Biography, Family            "
1335,Unfit: Ward vs. Ward,(2012), Documentary            
1336,Love Me Not,(2012), Sci-Fi            
1337,Rapunzel Nabunzel,(2014), Comedy            
1338,Nordland,(2014), Drama            
1339,Out Here,(2013), Drama            
1340,So Long Suburbia,(2016), Comedy            
1341,This Obedience,(2003), Drama            
1342,Outtakes,(1998), Drama            
1343,Beyond Conception,(2006), Documentary            
1344,13 Genders,(2004), Drama            
1345,Listening to Rain,(2012), Drama            
1346,The Satyr of Springbok Heights,(2009)," Comedy, Drama, Romance            "
1347,Little Fishes,(2014), Drama            
1348,No Look Pass,(2011), Comedy            
1349,Rabu kiru kiru,(2004)," Fantasy, Thriller            "
1350,Over the Rainbow,(2009), Documentary            
1351,Yume no kayoiji,(2013), Documentary            
1352,Three on a Match,(1998), Documentary            
1353,The Throwaways,(2012)," Documentary, Sport            "
1354,Mrs.,(2006), Documentary            
1355,You're in Trouble,(2007), Documentary            
1356,Andy Warhol To Se Vrati,(2016), Documentary            
1357,Clouds in My Coffee,(2004), Documentary            
1358,Nach der Eiszeit,(1998)," Horror, Thriller            "
1359,Second,(2011), Documentary            
1360,Skeleton Woman,(2000), Documentary            
1361,Ami? Amie?,(2013), Documentary            
1362,Sexventure,(2011), Thriller            
1363,"Kotatsu to, mikan to, nyâ",(2013), Documentary            
1364,The 4th Life,(2006), Documentary            
1365,Out in Manhattan,(2008), Documentary            
1366,"Ordinary Couples, ExtraOrdinary Lives!",(2008), Comedy            
1367,In Sickness and in Health,(2007), Comedy            
1368,Lady Trojans,(2008), Documentary            
1369,Amazones 2000,(2000), Drama            
1370,Cerveaux mouillés d'orages,(2016), Drama            
1371,Girl Gone Bad,(2000), Comedy            
1372,Lesbian Grandmothers from Mars,(2005), Drama            
1373,Night of a Thousand Screams,(2001), Drama            
1374,Bubot Niyar,(2006), Documentary            
1375,A Boy Named Sue,(2000)," Documentary, Biography, History            "
1376,2 Mums and a Dad,(2007)," Comedy, Drama            "
1377,The Modern Things,(2003)," Documentary, Romance            "
1378,Before Homosexuals,(2017)," Mystery, Sci-Fi, Thriller            "
1379,Un jour d'anniversaire,(2004), Documentary            
1380,El camino de Moises,(2005), Fantasy            
1381,Shy of Normal: Tales of New Life Experiences,(2011), Documentary            
1382,Souru furawâ torein,(2013), Comedy            
1383,Katzenball,(2005), Drama            
1384,Montre l'exemple!,(2012), Drama            
1385,Ex-Votos,(2003), Documentary            
1386,That Bitch Better Funny: Sampson Live at Howard Theater,(2014)," Drama, Romance            "
1387,Mo yan ka sai,(2000), Comedy            
1388,Tierra madre,(2010), Documentary            
1389,The Edge of Each Other's Battle: The Vision of Audre Lorde,(2003), Documentary            
1390,Key West: City of Colors,(2004), Documentary            
1391,A Partilha,(2001), Documentary            
1392,Hazman havarod,(2009), Documentary            
1393,War Stories,(I) (2009)," Comedy, Drama            "
1394,Née sous absence,(2003), Drama            
1395,Iaga,(2015), Documentary            
1396,Seikai lesbian: Jokai,(2003), Documentary            
1397,Almost There,(2003)," Documentary, Biography, Drama            "
1398,Good Housekeeping,(2000), Documentary            
1399,Feuille,(2004)," Documentary, Family, History            "
1400,Johnny Greyeyes,(2000)," Documentary, History            "
1401,Pier Kids: The Life,(2015), Documentary            
1402,Folge der Feder!,(2004), Drama            
1403,Luther's Magic Weed,(2011), Documentary            
1404,No!,(2004), Horror            
1405,Whisper Leigh,(2008), Action            
1406,Youth Outloud!,(2001)," Documentary, Drama            "
1407,Through Thick and Thin,(2007)," Drama, Romance, Comedy            "
1408,God and Gays: Bridging the Gap,(2006), Documentary            
1409,Das traurige Leben der Gloria S.,(2011)," Documentary, Biography, Drama            "
1410,Raia no inori,(2015)," Drama, Romance            "
1411,Breaking the Silence,(2006), Drama            
1412,Identites,(2011), Romance            
1413,New Spirits,(2010), Thriller            
1414,Legalize Gay,(2011), Documentary            
1415,Born Equal,(2012)," Documentary, Biography            "
1416,Das Gezeiten,(2015), Romance            
1417,Koyangi-deul,(2009), Documentary            
1418,Pride,(2017), Drama            
1419,Together We're Heavy,(2009)," Comedy, Musical, Sci-Fi            "
1420,Born Again,(2007), Drama            
1421,Vinopiri: Krvni davek,(2012), Documentary            
1422,Best of Raw After the Show,(2014), Documentary            
1423,Rainbow's End,(II) (2005)," Comedy, Romance            "
1424,Yurisai,(2001), Drama            
1425,Melbourne Marching Girls Bare All,(2005), Documentary            
1426,Thy Will Be Done,(2010), Romance            
1427,Parsley Days,(2000), Documentary            
1428,Chrissy,(2000), Documentary            
1429,Il colore del silenzio,(2005), Documentary            
1430,Love = (Me)^3,(2000), Comedy            
1431,Fucked in the Face,(2000), Drama            
1432,Searching 4 Sandeep,(2007), Documentary            
1433,Beaver Run Café,(2005), Documentary            
1434,Over the Rainbow,(I) (2015), Documentary            
1435,Dates Like This,(2012), Documentary            
1436,A Few Good Dykes,(2004), Documentary            
1437,Clayton & Claudia,(2015), Drama            
1438,The Genderfellator,(2011)," Action, Crime, Drama            "
1439,"Yuriko, dasuvidânya",(2011), Documentary            
1440,Golden Threads,(1999), Documentary            
1441,Et SheAhava Nafshi,(2004)," Drama, Romance            "
1442,Low Fat Elephants,(2001)," Drama, Crime, Romance            "
1443,Runa no kodomo,(2009), Documentary            
1444,The HomoFiles,(2017), Documentary            
1445,Haijiao tianya,(2002), Documentary            
1446,Inspired: The Voices Against Prop 8,(2011), Documentary            
1447,I Was a Teenage Feminist,(2005), Documentary            
1448,One Summer in New Paltz: A Cautionary Tale,(2008), Documentary            
1449,Pupu no monogatari,(1998), Documentary            
1450,Troika,(1998), Documentary            
1451,Queens of Heart: Community Therapists in Drag,(2006)," Documentary, Comedy            "
1452,The Birthday,(2006), Documentary            
1453,"Many People, Many Desires",(2007), Documentary            
1454,Dirty Pillows (Vol One),(2004), Documentary            
1455,On n'a pas dit notre dernier mot!,(2006)," Documentary, Music            "
1456,Laughing Matters... More!,(2006), Documentary            
1457,West Point,(2007)," Comedy, Thriller            "
1458,Dreamt,(2010), Drama            
1459,The Losing Hand,(2012), Documentary            
1460,Danchi-zuma: Furin de rabu rabu,(2000), Drama            
1461,Let No One Put Asunder: The Legal Recognition of Same Sex Marriage in Canada,(2004), Documentary            
1462,Di madre in figlia,(2005), Horror            
1463,Parole de King!,(2015), Comedy            
1464,Someday I Suppose,(2005)," Documentary, Drama            "
1465,Savage Roses,(2002), Comedy            
1466,Politics of the Heart,(2007), Documentary            
1467,Jeg elsker hvem jeg vil,(1999), Comedy            
1468,Mijn zus Zahra,(2007), Comedy            
1469,Flesh,(II) (2007), Documentary            
1470,Classées XY,(2006), Documentary            
1471,Les filles de Paris,(2008)," Documentary, Comedy, Family            "
1472,La peur tue l'amour,(2003), Comedy            
1473,FtF: Female to Femme,(2006), Drama            
1474,Smokers,(2010)," Drama, Mystery            "
1475,Rainbow House,(2002), Documentary            
1476,Nilathooval,(2002), Documentary            
1477,Groundwalk,(2007), Documentary            
1478,Sole Journey,(2009), Documentary            
1479,"Yes, We Are",(2011), Documentary            
1480,U People,(2009), Documentary            
1481,Anders leben - Lesben im Alter,(2007)," Documentary, Biography, Family            "
1482,The Viva Voce Virus,(2008)," Documentary, Biography, Drama            "
1483,Delicious Ambiguity,(2009)," Documentary, Romance            "
1484,Children of the Crocodile,(2003)," Horror, Mystery, Thriller            "
1485,Womyn's Studies: Lessons in Porn,(2003), Comedy            
1486,See Dick Die,(1999)," Documentary, Biography, Sport            "
1487,Queer Moxie,(2016), Documentary            
1488,Vanityville Massacre,(2011), Documentary            
1489,Snoopy Green's Vampire Movie,(2012), Documentary            
1490,Olya's Love,(2014), Documentary            
1491,Lakomyy kusochek,(2003), Documentary            
1492,A ròzsaszín görény,(2003), Documentary            
1493,Habana Libre,(2006), Documentary            
1494,Twisted Hibiscus,(2013), Drama            
1495,Obake no Mariko Rôzu,(2010), Documentary            
1496,Swimming Upstream: A Year in the Life of Karen & Jenny,(2001)," Documentary, Drama            "
1497,A Union in Wait,(2001), Documentary            
1498,C Red Blue J,(2008), Comedy            
1499,Latino Beginnings,(2005), Documentary            
1500,Mental Cases,(2006), Mystery            
1501,Tyler B. Nice,(2006), Drama            
1502,Teaching Teo,(2003), Documentary            
1503,Death & Rejection,(2007)," Documentary, Crime            "
1504,The Lesbian Centennial Project,(2005), Documentary            
1505,Turning Points Stories of Life and Change in the Church,(2005), Documentary            
1506,J'ai deux mamans,(2003), Documentary            
1507,Mission to Matrimony: The Gay Marriage Proposal,(2006)," Documentary, Biography            "
1508,My Femme Divine,(1999), Documentary            
1509,Ladyfesto,(2004),
1510,In a Time of Trial,(2009),
1511,Conceiving Family,(2011),
1512,Fetal Position,(2003),
1513,Out at Lunch,(2010),
1514,Wedding Advice: Speak Now or Forever Hold Your Peace,(2002),
1515,Yuda,(2004),
1516,Coup de Grace,(2008),
1517,Guys Night,(2013),
1518,Red Rain,(1999),
1519,Tokyo Dyke!,(2011),
1520,"Mama Mama, Papa Papa",(2011),
1521,Love,(III) (2009),
1522,Coming out po polsku,(2011),
1523,Shunned,(2009),
1524,Des filles entre elles,(2010),
1525,L'altra metà del cielo,(2008),
1526,"Yuiitsu, subete",(2016),
1527,"Cinquantenaire du deuxième sexe, 1949-1999",(2001),
1528,Ze Igamer Bebechi,(2000),
1529,Hineini: Coming Out in a Jewish High School,(2005),
1530,Comic Evangelists,(2006),
1531,Válka v pameti zen,(2005),
1532,Under the Bridge,(I) (2017),
1533,Shimai: Love Doll,(2000),
1534,Are You Greedy?,(2005),
1535,Mary's Place,(1998),
1536,"Risk, Stretch or Die",(2008),
1537,Ich bin nicht krank! Ich bin schwul.,(2015),
1538,Lead with Love: A Documentary Film by Logan Lynn,(2017),
1539,Hand on the Pulse,(2002),
1540,The Lost Tribe,(2005),
