,name,year,genre,rate,voter,director,star,country,company,budget,gross
195,Les bien-aimés,(2011)," Drama, Musical, Romance            ",6.2,"2,112",Christophe Honoré,"Catherine Deneuve,Ludivine Sagnier,Chiara Mastroianni,|,See full cast & crew,","France,UK,Czech Republic","Why Not Productions,France 2 Cinéma,Sixteen Films,See more »,","$9,980,000","$119,608,"
196,Der Kreis,(2014)," Documentary, Biography, Drama            ",7.3,"1,283",Stefan Haupt,"Matthias Hungerbühler,Peter Jecklin,Marie Leuenberger,|,See full cast & crew,",Switzerland,"Contrast Film,Schweizer Radio und Fernsehen (SRF),Ascot Elite Entertainment Group,See more »,",,
197,Glue,(2006)," Drama, Romance            ",6.5,"1,397",Alexis Dos Santos,"Nahuel Pérez Biscayart,Nahuel Viale,Inés Efron,|,See full cast & crew,","Argentina,UK","Diablo Films,Meteoritos,The Bureau,See more »,","£35,000",
198,Mapplethorpe: Look at the Pictures,(2016)," Documentary, Biography            ",7.3,"1,034",,"Nancy Rooney,Harry Mapplethorpe,George Stack,|,See full cast & crew,","USA,Germany","Film Manufacturers,HBO Documentary Films,World of Wonder Productions,See more »,",,
199,Xdeal,(2011), Drama            ,6.3,50,Lawrence Fajardo,"Paloma,Jamilla Obispo,Jon Hall,|,See full cast & crew,",Philippines,"Viva Digital,ALV Entertainment Network,See more »,",,
200,Love or Whatever,(2012)," Comedy, Romance            ",5.8,495,Rosser Goodman,"Tyler Poelle,Joel Rush,Jennifer Elise Cox,|,See full cast & crew,",USA,"Demos Bizar Entertainment,GiMe Productions,KGB Films,See more »,",,
201,Les amants criminels,(1999)," Crime, Drama, Thriller            ",6.6,"3,479",François Ozon,"Natacha Régnier,Jérémie Renier,Predrag 'Miki' Manojlovic,|,See full cast & crew,",France,"Fidélité Productions,Arte France Cinéma,StudioCanal,See more »,",,"$50,470,"
202,The Broken Tower,(2011)," Biography, Drama, History            ",5.2,"1,106",James Franco,"James Franco,Michael Shannon,Stacey Miller,|,See full cast & crew,",USA,"Made In Film-Land,RabbitBandini Productions,See more »,",,
203,Was nützt die Liebe in Gedanken,(2004)," Drama, Romance            ",7.1,"3,710",Achim von Borries,"Daniel Brühl,August Diehl,Anna Maria Mühe,|,See full cast & crew,",Germany,"X-Filme Creative Pool,Zweites Deutsches Fernsehen (ZDF),Arte,See more »,",,
204,Somos tr3s,(2018), Drama            ,7.0,21,Marcelo Briem Stamm,"Charly Etchévers,Flor Dragonetti,Juan Manuel Martino,",Argentina,"Cineclub Argentina,See more »,",,
205,En kort en lang,(2001)," Comedy, Romance, Drama            ",6.1,"2,914",Hella Joof,"Mads Mikkelsen,Charlotte Munck,Troels Lyby,|,See full cast & crew,","Denmark,Germany","Angel Films,ApolloMedia Distribution,TV2 Danmark,See more »,","DKK 16,500,000",
206,Truth,(2013)," Drama, Romance, Thriller            ",5.1,497,Rob Moretti,"Rebekah Aramini,Blanche Baker,Angel Brazier,|,See full cast & crew,",USA,"Left of Center Entertainment,See more »,",,
207,Plata quemada,(2000)," Crime, Drama, Romance            ",7.2,"5,684",Marcelo Piñeyro,"Eduardo Noriega,Leonardo Sbaraglia,Pablo Echarri,|,See full cast & crew,","Argentina,Spain,Uruguay","Oscar Kramer S.A.,Cuatro Cabezas,Estudios Darwin,See more »,",,"$241,484,"
208,Eu te amo Renato,(2012)," Drama, History, Music            ",5.1,113,Fabiano Cafure,"Ingrid Conte,Felippe Vaz,Vinícius Moulin Allemand,|,See full cast & crew,",Brazil,"Thiago Fraga,See more »,",BRL 67,
209,Hardcore,(2004)," Drama, Crime            ",6.2,"1,959",Dennis Iliadis,"Katerina Tsavalou,Danae Skiadi,Ioannis Papazisis,|,See full cast & crew,",Greece,"Ideefixe Productions,Odeon,FilmNet,See more »,",,
210,L'école de la chair,(1998)," Drama, Mystery, Romance            ",6.8,"1,363",Benoît Jacquot,"Isabelle Huppert,Vincent Martinez,Vincent Lindon,|,See full cast & crew,","France,Luxembourg,Belgium","Orsans Productions,V.M. Productions,La Sept Cinéma,See more »,",,"$401,786,"
211,Il compleanno,(2009)," Drama, Mystery, Romance            ",6.4,"2,073",Marco Filiberti,"Alessandro Gassman,Maria de Medeiros,Massimo Poggio,|,See full cast & crew,",Italy,"Zen Zero,Marche Film Commission,Regione Marche,See more »,",,
212,Chance,(2002)," Comedy, Drama            ",7.3,"1,144",Amber Benson,"Amber Benson,James Marsters,Tressa DiFiglia,|,See full cast & crew,",USA,"Benson Entertainment Inc.,See more »,","$75,000",
213,Bedrooms and Hallways,(1998)," Comedy, Romance            ",6.4,"3,071",Rose Troche,"Kevin McKidd,Julie Graham,Simon Callow,|,See full cast & crew,",UK,"Berwin and Dempsey,British Broadcasting Corporation (BBC),Pandora Cinema,See more »,","£3,000,000","$16,459,"
214,Jesus Christ Vampire Hunter,(2001)," Action, Comedy, Horror            ",5.2,"3,793",Lee Demarbre,"Phil Caracas,Murielle Varhelyi,Maria Moulton,|,See full cast & crew,",Canada,"Odessa Filmworks,See more »,","CAD 100,000",
215,The Five Senses,(1999)," Comedy, Drama, Music            ",6.8,"2,904",Jeremy Podeswa,"Molly Parker,Gabrielle Rose,Elize Frances Stolk,|,See full cast & crew,",Canada,"Alliance Atlantis Communications,Canadian Broadcasting Corporation (CBC),Canadian Film or Video Production Tax Credit (CPTC),See more »,",,"$497,091,"
216,The Business of Strangers,(2001)," Drama, Thriller            ",6.4,"3,520",Patrick Stettner,"Stockard Channing,Julia Stiles,Frederick Weller,|,See full cast & crew,",USA,"Headquarters (III),i5 Films,See more »,",,"$1,028,337,"
217,The Raspberry Reich,(2004)," Comedy, Drama, Romance            ",5.5,"1,359",Bruce La Bruce,"Susanne Sachße,Daniel Bätscher,Andreas Stich,|,See full cast & crew,","Germany,Canada","Jürgen Brüning Filmproduktion,See more »,",,
218,Honeyglue,(2015)," Drama, Romance            ",6.0,552,James Bird,"Adriana Mather,Christopher Heyerdahl,Jessica Tuck,|,See full cast & crew,",USA,"Zombot Pictures,See more »,",,
219,Mãe Só Há Uma,(2016), Drama            ,6.8,"1,050",Anna Muylaert,"Naomi Nero,Daniel Botelho,Dani Nefussi,|,See full cast & crew,",Brazil,"Dezenove Som e Imagem,Africa Filmes,See more »,",,"$11,678,"
220,A Blast,(2014)," Drama, Thriller            ",5.7,659,Syllas Tzoumerkas,"Angeliki Papoulia,Vassilis Doganis,Maria Filini,|,See full cast & crew,","Greece,Germany,Netherlands,Italy,Bosnia and Herzegovina,France","Homemade Films,unafilm,PRPL,See more »,",,
221,Elenore Makes Love,(2014)," Drama, Romance            ",4.9,29,Ryan Balas,"Dee Herlihy,Audrey Kovar,Ryan Balas,|,See full cast & crew,",USA,"Robel Films,See more »,",,
222,Are All Men Pedophiles?,(2013)," Documentary, History            ",7.1,"3,078",Jan-Willem Breure,"Jan-Willem Breure,Dick Swaab,Corine de Ruiter,|,See full cast & crew,",Netherlands,"JW Productions,See more »,","€4,000",
223,Race You to the Bottom,(2005)," Drama, Romance            ",5.3,371,Russell Brown,"Ruben Dario,Kristin Hensley,Cole Williams,|,See full cast & crew,",USA,"The Simon,See more »,",,"$5,264,"
224,Orgy of the Damned,(2010)," Fantasy, Horror, Thriller            ",5.2,159,Creep Creepersin,"Domiziano Arcangeli,Lorielle New,Greg Duke,|,See full cast & crew,",USA,"Empire Films,Creepersin Films,HNH Entertainment,See more »,","$250,000",
225,La partida,(2013)," Drama, Romance            ",6.4,"1,679",Antonio Hens,"Milton García,Reinier Díaz,Jenifer Rodríguez,|,See full cast & crew,","Spain,Cuba","Malas Compañías P.C. S.L.,Doce Gatos,El Azar,See more »,","€183,409",
226,Billy's Hollywood Screen Kiss,(1998)," Comedy, Romance            ",7.0,"3,443",Tommy O'Haver,"Sean Hayes,Brad Rowe,Armando Valdes-Kennedy,|,See full cast & crew,",USA,"Revolutionary Eye LLC,See more »,",,"$2,020,700,"
227,Desire Will Set You Free,(2015)," Comedy, Drama, Romance            ",4.9,177,Yony Leyser,"Yony Leyser,Tim-Fabian Hoffmann,Chloe Griffin,|,See full cast & crew,",Germany,"Amard Bird Films,Desire Productions,ZDF/Das kleine Fernsehspiel,See more »,",,
228,La confusion des genres,(2000)," Comedy, Romance, Drama            ",6.3,908,Ilan Duran Cohen,"Pascal Greggory,Nathalie Richard,Julie Gayet,|,See full cast & crew,",France,"Alta Loma Films,Canal+,Centre National de la Cinématographie (CNC),See more »,",,"$49,029,"
229,Sobreviviré,(1999)," Comedy, Drama, Romance            ",6.5,705,,"Emma Suárez,Juan Diego Botto,Mirta Ibarra,|,See full cast & crew,",Spain,"Antena 3 Televisión,Aurum Producciones,El Paso Producciones Cinematográficas S.L.,See more »,",,
230,Les témoins,(2007)," Drama, Romance            ",6.7,"2,484",André Téchiné,"Michel Blanc,Emmanuelle Béart,Sami Bouajila,|,See full cast & crew,",France,"UGC Distribution,SBS Films,France 2 Cinéma,See more »,",,"$77,300,"
231,Lipstikka,(2011)," Drama, Thriller            ",6.2,154,Jonathan Sagall,"Clara Khoury,Nataly Attiya,Daniel Caltagirone,|,See full cast & crew,","Israel,UK","Obelis Productions,Gal Films,See more »,",,
232,The Dying Gaul,(I) (2005)," Drama, Romance            ",6.5,"2,215",Craig Lucas,"Peter Sarsgaard,Campbell Scott,Patricia Clarkson,|,See full cast & crew,",USA,"Holedigger Films,Rebel Park Pictures,Twopoundbad,See more »,","$4,000,000","$342,297,"
233,The Wedding,(2018)," Drama, Romance            ",0.0,0,Sam Abbas,"Nikohl Boosheri,Sam Abbas,Harry Aspinwall,|,See full cast & crew,","Egypt,UK,USA","ArabQ Films,Audeliss,INvolve,See more »,",,
234,Necro-Mancing Dennis,(2018)," Comedy, Horror            ",0.0,0,Steven Vasquez,"Addison Graham,Grayson Lange,Clay Yearwood,|,See full cast & crew,",USA,"Babaloo Studios,Lime Street Entertainment,See more »,","$25,000",
235,House of Usher,(2008)," Horror, Thriller            ",3.0,457,David DeCoteau,"Frank Mentier,Michael Cardelle,Jaimyse Haft,|,See full cast & crew,",USA,"Rapid Heart Pictures,See more »,","$1,000,000","$1,529,"
236,Harry + Max,(2004)," Drama, Romance            ",5.5,966,Christopher Munch,"Bryce Johnson,Cole Williams,Rain Phoenix,|,See full cast & crew,",USA,"Antarctic Pictures,See more »,",,"$14,923,"
237,Tenshi no koi,(2009)," Drama, Romance            ",7.1,"1,626",Yuri Kanchiku,"Nozomi Sasaki,Shôsuke Tanihara,Hikaru Yamamoto,|,See full cast & crew,",Japan,"GAGA,Pipeline,See more »,",,
238,Voyage,(2013), Drama            ,4.6,109,Scud,"Debra Baker,Sebastian Castro,Adrian Ron Heung,|,See full cast & crew,",Hong Kong,"Artwalker,See more »,","HKD 10,000,000",
239,Borderline,(2008), Drama            ,6.6,"1,033",Lyne Charlebois,"Isabelle Blais,Jean-Hugues Anglade,Angèle Coutu,|,See full cast & crew,",Canada,"Max Films Productions,See more »,","CAD 4,100,000",
240,Backstage,(2005)," Drama, Music            ",5.9,579,Emmanuelle Bercot,"Emmanuelle Seigner,Isild Le Besco,Noémie Lvovsky,|,See full cast & crew,",France,"Arte France Cinéma,Black Forest Films,CMW Films,See more »,",,"$12,312,"
241,Navidad,(2009)," Drama, Romance            ",6.1,203,Sebastián Lelio,"Manuela Martelli,Diego Ruiz,Alicia Rodríguez,","Chile,France","Horamagica Producciones,Divine Productions,See more »,","$400,000",
242,El cónsul de Sodoma,(2009)," Biography, Drama, Romance            ",5.8,333,Sigfrid Monleón,"Jordi Mollà,Bimba Bosé,Alex Brendemühl,|,See full cast & crew,",Spain,"Infoco,Instituto de Crédito Oficial (ICO),Ministerio de Cultura,See more »,",,
243,The Casserole Club,(2011), Drama            ,4.9,104,Steve Balderson,"Susan Traylor,Kevin Scott Richardson,Daniela Sea,|,See full cast & crew,",USA,"Dikenga Films,Robotic Indifference,Tricycle Flicks,See more »,","$400,000",
244,Potseluy sestry,(2007)," Drama, Romance            ",4.9,136,Dmitry Gribanoff,"Nadya Emelina,Sergey Fedorov,Rina Grishina,|,See full cast & crew,",Russia,"Gribanoff Productions,See more »,",,
245,Segunda piel,(1999)," Drama, Romance            ",6.4,"1,465",Gerardo Vera,"Javier Bardem,Jordi Mollà,Ariadna Gil,|,See full cast & crew,",Spain,"Antena 3 Televisión,Lolafilms,Vía Digital,See more »,",,
246,In extremis,(2000)," Drama, Romance            ",5.3,305,Étienne Faure,"Sébastien Roch,Julie Depardieu,Jérémy Sanguinetti,|,See full cast & crew,",France,"Alliance Ltd Intl.,Boomerang,Kaméléon Productions,See more »,",,
247,J'ai rêvé sous l'eau,(2008)," Drama, Romance            ",4.9,308,Hormoz,"Hubert Benhamdine,Caroline Ducey,Christine Boisson,|,See full cast & crew,",France,"Wide Management,Triskel Films,See more »,",,
248,Los novios búlgaros,(2003)," Comedy, Crime, Drama            ",5.8,818,Eloy de la Iglesia,"Fernando Guillén Cuervo,Dritan Biba,Pepón Nieto,|,See full cast & crew,",Spain,"Altube Filmeak S.L.,Conexión Sur,Creativos Asociados de Radio y Televisión (CARTEL),See more »,",,"$59,440,"
249,Be with Me,(2005)," Drama, Romance            ",7.2,"1,550",Eric Khoo,"Theresa Poh Lin Chan,Chiew Sung Ching,Lawrence Yong,|,See full cast & crew,",Singapore,"Zhao Wei Films (I),Infinite Frameworks Pte. Ltd.,See more »,","SGD 200,000",
250,Love in the Time of Money,(2002)," Comedy, Drama, Romance            ",5.3,592,Peter Mattei,"Vera Farmiga,Domenick Lombardozzi,Jill Hennessy,|,See full cast & crew,",USA,"Blow Up Pictures,Open City Films,Sagittaire Films,See more »,",,"$10,410"
251,Beyond the City Limits,(2001)," Drama, Crime            ",4.2,590,Gigi Gaston,"Jennifer Esposito,Alyson Hannigan,Steve Harris,|,See full cast & crew,","Canada,USA","American World Pictures (AWP),Big Pictures Entertainment,See more »,",,
252,Je suis à toi,(2014)," Comedy, Drama, Romance            ",6.6,250,David Lambert,"Nahuel Pérez Biscayart,Jean-Michel Balthazar,Monia Chokri,|,See full cast & crew,","Belgium,Canada","Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Boréal Films,Cinéfinance Tax Shelter,See more »,",,
253,Tick Tock,(2000)," Crime, Drama, Thriller            ",6.1,568,Kevin Tenney,"Megan Ward,Kristin Minter,Linden Ashby,|,See full cast & crew,",USA,"Daly-Harris Productions,Davis Entertainment Classics,See more »,",,
254,Denied,(2004)," Drama, Romance            ",4.9,634,David Paul Scott,"Lee Rumohr,Matt Sadowski,Sarah Kanter,|,See full cast & crew,",Canada,,,
255,"Die, Mommie, Die!",(2003), Comedy            ,6.5,"1,850",Mark Rucker,"Charles Busch,Natasha Lyonne,Jason Priestley,|,See full cast & crew,",USA,"Aviator Films,Bill Kenwright Films,See more »,",,
256,El niño pez,(2009)," Drama, Romance, Thriller            ",5.9,"1,898",Lucía Puenzo,"Inés Efron,Mariela Vitale,Pep Munné,|,See full cast & crew,","Argentina,France,Spain","Historias Cinematograficas Cinemania,Ibermedia,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),See more »,",,
257,Kisses and Caroms,(2006), Comedy            ,4.7,"1,291",Vincent Rocca,"Nicole Rayburn,Drew Wicks,Nikki Stanzione,|,See full cast & crew,",USA,"Kisses and Caroms Productions,PovertyWorks,See more »,",,
258,Medicinen,(2014)," Comedy, Drama            ",5.4,637,Colin Nutley,"Helena Bergström,Peter Eggers,Ida Engvoll,|,See full cast & crew,",Sweden,"Sweetwater Productions,See more »,",,
259,Trois,(2000)," Romance, Thriller            ",3.9,568,Rob Hardy,"Gary Dourdan,Gretchen Palmer,Kenya Moore,|,See full cast & crew,",USA,"Rainforest Films,Rainforest Productions,TRF Productions,See more »,","$200,000","$1,160,268,"
260,Miao Miao,(2008)," Comedy, Drama, Romance            ",5.2,956,Hsiao-tse Cheng,"Chia-Yen Ko,Sandrine Pinna,Wing Fan,|,See full cast & crew,","Hong Kong,Taiwan","Block 2 Pictures,J.A. Media,Jet Tone Production,See more »,",,
261,Cazuza: O Tempo Não Pára,(2004)," Biography, Drama, Music            ",6.9,"2,792",,"Daniel de Oliveira,Marieta Severo,Reginaldo Faria,|,See full cast & crew,",Brazil,"Cineluz - Produções Cinematográficas Lda.,Globo Filmes,Lereby Productions,See more »,",,
262,Bloom,(I) (2003)," Drama, Romance            ",5.6,321,Sean Walsh,"Stephen Rea,Angeline Ball,Hugh O'Conor,|,See full cast & crew,",Ireland,"Odyssey Pictures,See more »,",,
263,Girlhood,(2003)," Documentary, Crime            ",7.2,517,Liz Garbus,,USA,,,"$60,019,"
264,Strákarnir okkar,(2005)," Comedy, Drama, Romance            ",5.1,887,Róbert I. Douglas,"Björn Hlynur Haraldsson,Helgi Björnsson,Arnmundur Ernst Björnsson,|,See full cast & crew,","Iceland,Finland,UK","The Icelandic Filmcompany,Solar Films,Film and Music Entertainment (F&ME),See more »,","€1,500,000","$1,302,"
265,Watch Out,(2008)," Comedy, Drama, Horror            ",4.3,231,Steve Balderson,"Matt Riddlehoover,Amy Kelly,Peter Stickles,|,See full cast & crew,",USA,"Dikenga Films,See more »,","$300,000",
266,Fit,(I) (2010)," Drama, Romance            ",6.3,435,Rikki Beadle Blair,"Duncan MacInnes,Ludvig Bonin,Sasha Frost,|,See full cast & crew,",UK,"Team Angelica,See more »,",,
267,Shôjo kakumei Utena: Adolescence mokushiroku,(1999)," Animation, Action, Adventure            ",7.2,"1,069",Kunihiko Ikuhara,"Tomoko Kawakami,Yuriko Fuchizaki,Leah Applebaum,|,See full cast & crew,",Japan,"J.C. Staff,King Records,Movic,See more »,","JPY 120,000,000",
268,The Art of Being Straight,(2008)," Comedy, Drama, Romance            ",4.9,597,Jesse Rosen,"Jesse Janzen,Tyler Jenich,Bryan McGowan,|,See full cast & crew,",USA,"Great Graffiti Films,Malvern Productions,Squarenone Cinema,See more »,",,"$10,382,"
269,Just One Time,(1999)," Comedy, Drama, Romance            ",6.3,661,Lane Janger,"Lane Janger,Joelle Carter,Guillermo Díaz,|,See full cast & crew,","Canada,USA","Alliance Atlantis Communications,Danger Filmworks,Code Red Film,See more »,",,"$23,374,"
270,Les temps qui changent,(2004)," Drama, Romance            ",6.2,"1,474",André Téchiné,"Catherine Deneuve,Gérard Depardieu,Gilbert Melki,|,See full cast & crew,",France,"Gemini Films,France 2 Cinéma,Centre National de la Cinématographie (CNC),See more »,",,"$539,380,"
271,Men Not Allowed,(2006)," Drama, Romance            ",4.0,28,Shrey Srivastava,"Payal Rohatgi,Tina Mazumdar,Nassar Abdulla,|,See full cast & crew,",India,"Shri Vardan Pictures,See more »,",,
272,Diverso da chi?,(2009)," Comedy, Romance            ",6.2,830,Umberto Riccioni Carteni,"Luca Argentero,Claudia Gerini,Filippo Nigro,|,See full cast & crew,",Italy,"Cattleya,Universal Pictures,Friuli Venezia Giulia Film Commission,See more »,",,
273,Chun feng chen zui de ye wan,(2009), Drama            ,6.4,864,Ye Lou,"Hao Qin,Sicheng Chen,Wei Wu,|,See full cast & crew,","China,France","Dream Factory,Rosem Films,See more »,",,"$10,478,"
274,The Girl,(2000)," Drama, Mystery, Romance            ",4.7,387,Sande Zeig,"Claire Keim,Agathe de La Boulaye,Cyril Lecomte,|,See full cast & crew,","USA,France","Dolly Hall Productions,Method Films,See more »,",,"$34,192,"
275,Little Bi Peep,(2013)," Comedy, Drama, Romance            ",7.5,34,,"Anna Shields,Sara Jecko,Leigh Strimbeck,|,See full cast & crew,",USA,"Extra / Ordinary Film Project,See more »,","$150,000",
276,Km. 0,(2000)," Comedy, Drama, Romance            ",7.2,"1,677",,"Concha Velasco,Georges Corraface,Silke,|,See full cast & crew,",Spain,"Cuarteto Producciones Cinematográficas S.L.,Media Park,Universal Pictures,See more »,",,
277,101 Rent Boys,(2000), Documentary            ,6.3,323,,"David Anthony,Gary Barry,Scott Black,|,See full cast & crew,",USA,"Cinemax,World of Wonder Productions,World of Wonder,See more »,",,
278,The Lifestyle,(1999), Documentary            ,5.8,180,David Schisgall,"Dant'e Amore,Wild Bill Goodwin,Robert L. McGinley,",USA,"Good Machine,Swinging T Productions,See more »,",,"$85,000,"
279,Net Worth,(2001)," Action, Adventure, Comedy            ",5.9,191,Kenny Griswold,"Todd Field,Craig Sheffer,Daniel Baldwin,|,See full cast & crew,",USA,,,
280,Cover,(2007)," Drama, Thriller            ",5.7,465,Bill Duke,"Aunjanue Ellis,Razaaq Adoti,Vivica A. Fox,|,See full cast & crew,",USA,"Duke Media,Redmond Enterprises,Redwood Palms Pictures,See more »,","$3,600,000","$79,436,"
281,The Coffee Shop,(2014)," Comedy, Romance            ",3.8,68,A.J. Mattioli,"Blanche Baker,Elissa Goldstein,Keith Collins,|,See full cast & crew,",USA,"Mattioli Productions,See more »,","$100,000",
282,Praxis,(2008), Drama            ,3.5,112,Alex Pacheco,"Tom Macy,Andrew Roth,Regina Aquino,|,See full cast & crew,",USA,"Damaged Films,See more »,","$250,000",
283,Rolling,(2007)," Drama, Music, Romance            ",5.6,399,Billy Samoa Saleebey,"Sanoe Lake,Garrett Brawith,Rachel Hardisty,|,See full cast & crew,",USA,"Group in Progress,See more »,","$500,000","$103,209,"
284,The Singing Forest,(2003)," Drama, Fantasy, Romance            ",1.9,532,Jorge Ameer,"Jon Sherrin,Erin Leigh Price,Eric Morris,|,See full cast & crew,",USA,"A.J. Productions,See more »,",,
285,Mubansô,(2016), Drama            ,6.4,61,Hitoshi Yazaki,"Riko Narumi,Sôsuke Ikematsu,Takumi Saitoh,|,See full cast & crew,",Japan,"Arc Entertainment,King Records,Omuro Pictures,See more »,",,
286,Boogie Boy,(1998)," Crime, Thriller            ",5.2,539,Craig Hamann,"Mark Dacascos,Emily Lloyd,Michael Peña,|,See full cast & crew,",USA,,,
287,Daybreak,(I) (2008), Romance            ,4.9,128,Adolfo Alix Jr.,"Coco Martin,Paolo Rivero,",Philippines,"Bicycle Pictures,See more »,",,
288,Zui sheng meng si,(2015), Drama            ,7.2,384,Tso-chi Chang,"Hong-Chi Lee,Jen-Shuo Cheng,Shang-Ho Huang,|,See full cast & crew,",Taiwan,"Simple View Production,See more »,",,
289,Just Say Love,(2009)," Drama, Romance            ",4.8,446,Bill Humphreys,"Bill Humphreys,Matthew Jaeger,Robert Mammana,",USA,"Stagewright Films,Funny Boy Films,See more »,",,"$3,898,"
290,Disi duboko,(2004)," Drama, Romance            ",5.8,299,Dragan Marinkovic,"Mira Furlan,Ana Franic,Jelena Djokic,|,See full cast & crew,",Serbia,,"€600,000",
291,Noah's Arc,(2004), Drama            ,7.6,386,Patrik-Ian Polk,"Alistair Abell,Nate Adams,Jensen Atwood,|,See full cast & crew,",USA,"Tall Skinny Black Boy Productions,See more »,",,
292,El Mascarado Massacre,(2006), Horror            ,4.5,"1,125",Jesse Baget,"Adam Huss,Jeremy Radin,Leyla Milani,|,See full cast & crew,",USA,"Blue Cactus Pictures,The Film Fund,See more »,","$850,000",
293,Nepravdepodobná romance,(2013)," Drama, Romance            ",5.7,23,Ivan Vojnár,"Berenika Kohoutová,Alzbeta Pazoutová,Ivan Vojnár,|,See full cast & crew,",Czech Republic,,"CZK 14,000,000",
294,Ya lyublyu tebya,(2004)," Comedy, Romance            ",6.5,840,,"Damir Badmaev,Lyubov Tolkalina,Evgeniy Koryakovskiy,|,See full cast & crew,",Russia,,,"$60,815,"
295,Los 2 lados de la cama,(2005)," Comedy, Musical, Romance            ",5.6,"1,229",Emilio Martínez Lázaro,"Ernesto Alterio,Guillermo Toledo,Alberto San Juan,|,See full cast & crew,",Spain,"Telespan 2000,Canal+ España,Estudios Picasso,See more »,",,
296,Girls Like Us! Part 1,(2012)," Comedy, Drama, Romance            ",5.8,10,,"Bethany Stanton,Robin Lei,Milon V. Parker,|,See full cast & crew,",USA,"Chill Productions,See more »,","$40,000",
297,Posljednji dani ljeta,(2018), Drama            ,0.0,0,Damir Radic,"Tanja Kordic,Antonija Situm,Ivica Gunjaca,|,See full cast & crew,",Croatia,"Zvona i Nari,Blank,Nezavisna Produkcija,See more »,","€14,000",
298,Ming tian ji de ai shang wo,(2013)," Comedy, Drama, Romance            ",6.7,452,Arvin Chen,"Richie Jen,Mavis Fan,Chin-Hang Shih,|,See full cast & crew,",Taiwan,"1 Production Film Company,See more »,",,
299,Teus Olhos Meus,(2011)," Drama, Romance            ",6.6,261,Caio Sóh,"Emilio Dantas,Remo Rocha,Paloma Duarte,|,See full cast & crew,",Brazil,"Lobo Filmes,See more »,",,
300,"Joshua Tree, 1951: A Portrait of James Dean",(2012), Drama            ,5.7,648,Matthew Mishory,"James Preston,Dan Glenn,Clare Grant,|,See full cast & crew,",USA,"Iconoclastic Features,Jay-X Entertainment,MGDB Productions,See more »,","$1,000,000",
301,Oublier Cheyenne,(2005)," Drama, Romance            ",6.5,313,Valérie Minetto,"Mila Dekker,Aurélia Petit,Malik Zidi,|,See full cast & crew,",France,"Bandonéon,Adria Films,Centre National de la Cinématographie (CNC),See more »,",,"$788,"
302,L.G.B.T. Love Stories,(2016)," Comedy, Drama, Romance            ",4.4,7,,"Frederic Farina,Christina Russo,Danny Martinez,|,See full cast & crew,",,"Transflix Productions,E.B.G. Productions,PL Entertainment,See more »,","$20,000",
